benchmark,construction_rule,existing_generation_available,forced_islanding,load_requirement_kw,name,patch_id,payload_name,pcc_available,pv_available,restoration_mode,shared_first_stage_variables,source_contingency
arpae_go_network_01o_020,Candidate PV availability is set to its exact lower bound zero; no weather multiplier is invented.,True,False,100071.0,renewable_shortfall,arpae_go_network_01o_020__patch_04__228-474,arpae_go_network_01o_020__arpae_go_network_01o_020__patch_04__228-474.json,True,False,False,"[""upgrade_select_pv"", ""upgrade_select_bess"", ""upgrade_select_dispatchable"", ""pv_capacity_fraction"", ""bess_energy_fraction"", ""bess_power_fraction"", ""dispatchable_capacity_fraction"", ""islanding_eligibility"", ""base_mode_connected"", ""base_mode_islanded"", ""base_mode_restoration"", ""bess_reserve_target"", ""bess_soc_target"", ""critical_load_priority"", ""tie_pcc_reserve_target""]",candidate_pv_binary_availability_lower_bound
arpae_go_network_01o_020,The full published nominal patch load is treated as simultaneously non-sheddable; no load multiplier or synthetic profile is added.,True,False,100071.0,demand_surge,arpae_go_network_01o_020__patch_04__228-474,arpae_go_network_01o_020__arpae_go_network_01o_020__patch_04__228-474.json,True,True,False,"[""upgrade_select_pv"", ""upgrade_select_bess"", ""upgrade_select_dispatchable"", ""pv_capacity_fraction"", ""bess_energy_fraction"", ""bess_power_fraction"", ""dispatchable_capacity_fraction"", ""islanding_eligibility"", ""base_mode_connected"", ""base_mode_islanded"", ""base_mode_restoration"", ""bess_reserve_target"", ""bess_soc_target"", ""critical_load_priority"", ""tie_pcc_reserve_target""]",published_peak_patch_load=100071_kw
arpae_go_network_01o_020,Deterministic loss of the lexicographically first public patch-boundary/PCC supply indicator.,True,True,100071.0,pcc_loss,arpae_go_network_01o_020__patch_04__228-474,arpae_go_network_01o_020__arpae_go_network_01o_020__patch_04__228-474.json,False,True,False,"[""upgrade_select_pv"", ""upgrade_select_bess"", ""upgrade_select_dispatchable"", ""pv_capacity_fraction"", ""bess_energy_fraction"", ""bess_power_fraction"", ""dispatchable_capacity_fraction"", ""islanding_eligibility"", ""base_mode_connected"", ""base_mode_islanded"", ""base_mode_restoration"", ""bess_reserve_target"", ""bess_soc_target"", ""critical_load_priority"", ""tie_pcc_reserve_target""]",branch_166_228_1
arpae_go_network_01o_020,Published generator contingency when available; otherwise the patch's zero native generation is retained.,False,False,100071.0,local_generator_loss,arpae_go_network_01o_020__patch_04__228-474,arpae_go_network_01o_020__arpae_go_network_01o_020__patch_04__228-474.json,True,True,False,"[""upgrade_select_pv"", ""upgrade_select_bess"", ""upgrade_select_dispatchable"", ""pv_capacity_fraction"", ""bess_energy_fraction"", ""bess_power_fraction"", ""dispatchable_capacity_fraction"", ""islanding_eligibility"", ""base_mode_connected"", ""base_mode_islanded"", ""base_mode_restoration"", ""bess_reserve_target"", ""bess_soc_target"", ""critical_load_priority"", ""tie_pcc_reserve_target""]",G_000009EASTOVER22U1
arpae_go_network_01o_020,"All public boundary branches are unavailable, yielding a deterministic island.",True,True,100071.0,forced_islanding,arpae_go_network_01o_020__patch_04__228-474,arpae_go_network_01o_020__arpae_go_network_01o_020__patch_04__228-474.json,False,True,False,"[""upgrade_select_pv"", ""upgrade_select_bess"", ""upgrade_select_dispatchable"", ""pv_capacity_fraction"", ""bess_energy_fraction"", ""bess_power_fraction"", ""dispatchable_capacity_fraction"", ""islanding_eligibility"", ""base_mode_connected"", ""base_mode_islanded"", ""base_mode_restoration"", ""bess_reserve_target"", ""bess_soc_target"", ""critical_load_priority"", ""tie_pcc_reserve_target""]","branch_166_228_1,branch_228_468_1,branch_229_228_1,branch_417_474_1"
arpae_go_network_01o_020,The lexicographically first public N-1 boundary outage is returned to service in restoration mode.,True,False,100071.0,restoration,arpae_go_network_01o_020__patch_04__228-474,arpae_go_network_01o_020__arpae_go_network_01o_020__patch_04__228-474.json,True,True,True,"[""upgrade_select_pv"", ""upgrade_select_bess"", ""upgrade_select_dispatchable"", ""pv_capacity_fraction"", ""bess_energy_fraction"", ""bess_power_fraction"", ""dispatchable_capacity_fraction"", ""islanding_eligibility"", ""base_mode_connected"", ""base_mode_islanded"", ""base_mode_restoration"", ""bess_reserve_target"", ""bess_soc_target"", ""critical_load_priority"", ""tie_pcc_reserve_target""]",L_000003COLUMBIA110-000479RIDGEWAY10C1
arpae_go_network_01o_020,"PCC loss, candidate-PV lower-bound availability, and published generator N-1 are combined.",False,True,100071.0,combined_high_stress,arpae_go_network_01o_020__patch_04__228-474,arpae_go_network_01o_020__arpae_go_network_01o_020__patch_04__228-474.json,False,False,False,"[""upgrade_select_pv"", ""upgrade_select_bess"", ""upgrade_select_dispatchable"", ""pv_capacity_fraction"", ""bess_energy_fraction"", ""bess_power_fraction"", ""dispatchable_capacity_fraction"", ""islanding_eligibility"", ""base_mode_connected"", ""base_mode_islanded"", ""base_mode_restoration"", ""bess_reserve_target"", ""bess_soc_target"", ""critical_load_priority"", ""tie_pcc_reserve_target""]","branch_166_228_1,branch_228_468_1,branch_229_228_1,branch_417_474_1;G_000009EASTOVER22U1"
arpae_go_network_01o_020,Published nominal active load and all listed components in service.,True,False,119978.0,normal,arpae_go_network_01o_020__patch_05__485-499,arpae_go_network_01o_020__arpae_go_network_01o_020__patch_05__485-499.json,True,True,False,"[""upgrade_select_pv"", ""upgrade_select_bess"", ""upgrade_select_dispatchable"", ""pv_capacity_fraction"", ""bess_energy_fraction"", ""bess_power_fraction"", ""dispatchable_capacity_fraction"", ""islanding_eligibility"", ""base_mode_connected"", ""base_mode_islanded"", ""base_mode_restoration"", ""bess_reserve_target"", ""bess_soc_target"", ""critical_load_priority"", ""tie_pcc_reserve_target""]",none
arpae_go_network_01o_020,Candidate PV availability is set to its exact lower bound zero; no weather multiplier is invented.,True,False,119978.0,renewable_shortfall,arpae_go_network_01o_020__patch_05__485-499,arpae_go_network_01o_020__arpae_go_network_01o_020__patch_05__485-499.json,True,False,False,"[""upgrade_select_pv"", ""upgrade_select_bess"", ""upgrade_select_dispatchable"", ""pv_capacity_fraction"", ""bess_energy_fraction"", ""bess_power_fraction"", ""dispatchable_capacity_fraction"", ""islanding_eligibility"", ""base_mode_connected"", ""base_mode_islanded"", ""base_mode_restoration"", ""bess_reserve_target"", ""bess_soc_target"", ""critical_load_priority"", ""tie_pcc_reserve_target""]",candidate_pv_binary_availability_lower_bound
arpae_go_network_01o_020,The full published nominal patch load is treated as simultaneously non-sheddable; no load multiplier or synthetic profile is added.,True,False,119978.0,demand_surge,arpae_go_network_01o_020__patch_05__485-499,arpae_go_network_01o_020__arpae_go_network_01o_020__patch_05__485-499.json,True,True,False,"[""upgrade_select_pv"", ""upgrade_select_bess"", ""upgrade_select_dispatchable"", ""pv_capacity_fraction"", ""bess_energy_fraction"", ""bess_power_fraction"", ""dispatchable_capacity_fraction"", ""islanding_eligibility"", ""base_mode_connected"", ""base_mode_islanded"", ""base_mode_restoration"", ""bess_reserve_target"", ""bess_soc_target"", ""critical_load_priority"", ""tie_pcc_reserve_target""]",published_peak_patch_load=119978_kw
arpae_go_network_01o_020,Deterministic loss of the lexicographically first public patch-boundary/PCC supply indicator.,True,True,119978.0,pcc_loss,arpae_go_network_01o_020__patch_05__485-499,arpae_go_network_01o_020__arpae_go_network_01o_020__patch_05__485-499.json,False,True,False,"[""upgrade_select_pv"", ""upgrade_select_bess"", ""upgrade_select_dispatchable"", ""pv_capacity_fraction"", ""bess_energy_fraction"", ""bess_power_fraction"", ""dispatchable_capacity_fraction"", ""islanding_eligibility"", ""base_mode_connected"", ""base_mode_islanded"", ""base_mode_restoration"", ""bess_reserve_target"", ""bess_soc_target"", ""critical_load_priority"", ""tie_pcc_reserve_target""]",branch_112_499_1
arpae_go_network_01o_020,Published generator contingency when available; otherwise the patch's zero native generation is retained.,False,False,119978.0,local_generator_loss,arpae_go_network_01o_020__patch_05__485-499,arpae_go_network_01o_020__arpae_go_network_01o_020__patch_05__485-499.json,True,True,False,"[""upgrade_select_pv"", ""upgrade_select_bess"", ""upgrade_select_dispatchable"", ""pv_capacity_fraction"", ""bess_energy_fraction"", ""bess_power_fraction"", ""dispatchable_capacity_fraction"", ""islanding_eligibility"", ""base_mode_connected"", ""base_mode_islanded"", ""base_mode_restoration"", ""bess_reserve_target"", ""bess_soc_target"", ""critical_load_priority"", ""tie_pcc_reserve_target""]",G_000009EASTOVER22U1
arpae_go_network_01o_020,"All public boundary branches are unavailable, yielding a deterministic island.",True,True,119978.0,forced_islanding,arpae_go_network_01o_020__patch_05__485-499,arpae_go_network_01o_020__arpae_go_network_01o_020__patch_05__485-499.json,False,True,False,"[""upgrade_select_pv"", ""upgrade_select_bess"", ""upgrade_select_dispatchable"", ""pv_capacity_fraction"", ""bess_energy_fraction"", ""bess_power_fraction"", ""dispatchable_capacity_fraction"", ""islanding_eligibility"", ""base_mode_connected"", ""base_mode_islanded"", ""base_mode_restoration"", ""bess_reserve_target"", ""bess_soc_target"", ""critical_load_priority"", ""tie_pcc_reserve_target""]","branch_112_499_1,branch_276_485_1,branch_485_454_1"
arpae_go_network_01o_020,The lexicographically first public N-1 boundary outage is returned to service in restoration mode.,True,False,119978.0,restoration,arpae_go_network_01o_020__patch_05__485-499,arpae_go_network_01o_020__arpae_go_network_01o_020__patch_05__485-499.json,True,True,True,"[""upgrade_select_pv"", ""upgrade_select_bess"", ""upgrade_select_dispatchable"", ""pv_capacity_fraction"", ""bess_energy_fraction"", ""bess_power_fraction"", ""dispatchable_capacity_fraction"", ""islanding_eligibility"", ""base_mode_connected"", ""base_mode_islanded"", ""base_mode_restoration"", ""bess_reserve_target"", ""bess_soc_target"", ""critical_load_priority"", ""tie_pcc_reserve_target""]",L_000003COLUMBIA110-000479RIDGEWAY10C1
arpae_go_network_01o_020,"PCC loss, candidate-PV lower-bound availability, and published generator N-1 are combined.",False,True,119978.0,combined_high_stress,arpae_go_network_01o_020__patch_05__485-499,arpae_go_network_01o_020__arpae_go_network_01o_020__patch_05__485-499.json,False,False,False,"[""upgrade_select_pv"", ""upgrade_select_bess"", ""upgrade_select_dispatchable"", ""pv_capacity_fraction"", ""bess_energy_fraction"", ""bess_power_fraction"", ""dispatchable_capacity_fraction"", ""islanding_eligibility"", ""base_mode_connected"", ""base_mode_islanded"", ""base_mode_restoration"", ""bess_reserve_target"", ""bess_soc_target"", ""critical_load_priority"", ""tie_pcc_reserve_target""]","branch_112_499_1,branch_276_485_1,branch_485_454_1;G_000009EASTOVER22U1"
