benchmark,construction_rule,existing_generation_available,forced_islanding,load_requirement_kw,name,patch_id,payload_name,pcc_available,pv_available,restoration_mode,shared_first_stage_variables,source_contingency
pglib_case14_ieee,The full published nominal patch load is treated as simultaneously non-sheddable; no load multiplier or synthetic profile is added.,True,False,77300.0,demand_surge,pglib_case14_ieee__patch_02__4-9,pglib_case14_ieee__pglib_case14_ieee__patch_02__4-9.json,True,True,False,"[""upgrade_select_pv"", ""upgrade_select_bess"", ""upgrade_select_dispatchable"", ""pv_capacity_fraction"", ""bess_energy_fraction"", ""bess_power_fraction"", ""dispatchable_capacity_fraction"", ""islanding_eligibility"", ""base_mode_connected"", ""base_mode_islanded"", ""base_mode_restoration"", ""bess_reserve_target"", ""bess_soc_target"", ""critical_load_priority"", ""tie_pcc_reserve_target""]",published_peak_patch_load=77300_kw
pglib_case14_ieee,Deterministic loss of the lexicographically first public patch-boundary/PCC supply indicator.,True,True,77300.0,pcc_loss,pglib_case14_ieee__patch_02__4-9,pglib_case14_ieee__pglib_case14_ieee__patch_02__4-9.json,False,True,False,"[""upgrade_select_pv"", ""upgrade_select_bess"", ""upgrade_select_dispatchable"", ""pv_capacity_fraction"", ""bess_energy_fraction"", ""bess_power_fraction"", ""dispatchable_capacity_fraction"", ""islanding_eligibility"", ""base_mode_connected"", ""base_mode_islanded"", ""base_mode_restoration"", ""bess_reserve_target"", ""bess_soc_target"", ""critical_load_priority"", ""tie_pcc_reserve_target""]",branch_14_7_9
pglib_case14_ieee,Published generator contingency when available; otherwise the patch's zero native generation is retained.,False,False,77300.0,local_generator_loss,pglib_case14_ieee__patch_02__4-9,pglib_case14_ieee__pglib_case14_ieee__patch_02__4-9.json,True,True,False,"[""upgrade_select_pv"", ""upgrade_select_bess"", ""upgrade_select_dispatchable"", ""pv_capacity_fraction"", ""bess_energy_fraction"", ""bess_power_fraction"", ""dispatchable_capacity_fraction"", ""islanding_eligibility"", ""base_mode_connected"", ""base_mode_islanded"", ""base_mode_restoration"", ""bess_reserve_target"", ""bess_soc_target"", ""critical_load_priority"", ""tie_pcc_reserve_target""]",deterministic_n_1_generator_0
pglib_case14_ieee,"All public boundary branches are unavailable, yielding a deterministic island.",True,True,77300.0,forced_islanding,pglib_case14_ieee__patch_02__4-9,pglib_case14_ieee__pglib_case14_ieee__patch_02__4-9.json,False,True,False,"[""upgrade_select_pv"", ""upgrade_select_bess"", ""upgrade_select_dispatchable"", ""pv_capacity_fraction"", ""bess_energy_fraction"", ""bess_power_fraction"", ""dispatchable_capacity_fraction"", ""islanding_eligibility"", ""base_mode_connected"", ""base_mode_islanded"", ""base_mode_restoration"", ""bess_reserve_target"", ""bess_soc_target"", ""critical_load_priority"", ""tie_pcc_reserve_target""]","branch_14_7_9,branch_15_9_10,branch_16_9_14,branch_3_2_4,branch_5_3_4,branch_6_4_5,branch_7_4_7"
pglib_case14_ieee,The lexicographically first public N-1 boundary outage is returned to service in restoration mode.,True,False,77300.0,restoration,pglib_case14_ieee__patch_02__4-9,pglib_case14_ieee__pglib_case14_ieee__patch_02__4-9.json,True,True,True,"[""upgrade_select_pv"", ""upgrade_select_bess"", ""upgrade_select_dispatchable"", ""pv_capacity_fraction"", ""bess_energy_fraction"", ""bess_power_fraction"", ""dispatchable_capacity_fraction"", ""islanding_eligibility"", ""base_mode_connected"", ""base_mode_islanded"", ""base_mode_restoration"", ""bess_reserve_target"", ""bess_soc_target"", ""critical_load_priority"", ""tie_pcc_reserve_target""]",deterministic_n_1_branch_0_1_2
pglib_case14_ieee,"PCC loss, candidate-PV lower-bound availability, and published generator N-1 are combined.",False,True,77300.0,combined_high_stress,pglib_case14_ieee__patch_02__4-9,pglib_case14_ieee__pglib_case14_ieee__patch_02__4-9.json,False,False,False,"[""upgrade_select_pv"", ""upgrade_select_bess"", ""upgrade_select_dispatchable"", ""pv_capacity_fraction"", ""bess_energy_fraction"", ""bess_power_fraction"", ""dispatchable_capacity_fraction"", ""islanding_eligibility"", ""base_mode_connected"", ""base_mode_islanded"", ""base_mode_restoration"", ""bess_reserve_target"", ""bess_soc_target"", ""critical_load_priority"", ""tie_pcc_reserve_target""]","branch_14_7_9,branch_15_9_10,branch_16_9_14,branch_3_2_4,branch_5_3_4,branch_6_4_5,branch_7_4_7;deterministic_n_1_generator_0"
pglib_case14_ieee,Published nominal active load and all listed components in service.,True,False,44400.0,normal,pglib_case14_ieee__patch_03__14-9,pglib_case14_ieee__pglib_case14_ieee__patch_03__14-9.json,True,True,False,"[""upgrade_select_pv"", ""upgrade_select_bess"", ""upgrade_select_dispatchable"", ""pv_capacity_fraction"", ""bess_energy_fraction"", ""bess_power_fraction"", ""dispatchable_capacity_fraction"", ""islanding_eligibility"", ""base_mode_connected"", ""base_mode_islanded"", ""base_mode_restoration"", ""bess_reserve_target"", ""bess_soc_target"", ""critical_load_priority"", ""tie_pcc_reserve_target""]",none
pglib_case14_ieee,Candidate PV availability is set to its exact lower bound zero; no weather multiplier is invented.,True,False,44400.0,renewable_shortfall,pglib_case14_ieee__patch_03__14-9,pglib_case14_ieee__pglib_case14_ieee__patch_03__14-9.json,True,False,False,"[""upgrade_select_pv"", ""upgrade_select_bess"", ""upgrade_select_dispatchable"", ""pv_capacity_fraction"", ""bess_energy_fraction"", ""bess_power_fraction"", ""dispatchable_capacity_fraction"", ""islanding_eligibility"", ""base_mode_connected"", ""base_mode_islanded"", ""base_mode_restoration"", ""bess_reserve_target"", ""bess_soc_target"", ""critical_load_priority"", ""tie_pcc_reserve_target""]",candidate_pv_binary_availability_lower_bound
pglib_case14_ieee,The full published nominal patch load is treated as simultaneously non-sheddable; no load multiplier or synthetic profile is added.,True,False,44400.0,demand_surge,pglib_case14_ieee__patch_03__14-9,pglib_case14_ieee__pglib_case14_ieee__patch_03__14-9.json,True,True,False,"[""upgrade_select_pv"", ""upgrade_select_bess"", ""upgrade_select_dispatchable"", ""pv_capacity_fraction"", ""bess_energy_fraction"", ""bess_power_fraction"", ""dispatchable_capacity_fraction"", ""islanding_eligibility"", ""base_mode_connected"", ""base_mode_islanded"", ""base_mode_restoration"", ""bess_reserve_target"", ""bess_soc_target"", ""critical_load_priority"", ""tie_pcc_reserve_target""]",published_peak_patch_load=44400_kw
pglib_case14_ieee,Deterministic loss of the lexicographically first public patch-boundary/PCC supply indicator.,True,True,44400.0,pcc_loss,pglib_case14_ieee__patch_03__14-9,pglib_case14_ieee__pglib_case14_ieee__patch_03__14-9.json,False,True,False,"[""upgrade_select_pv"", ""upgrade_select_bess"", ""upgrade_select_dispatchable"", ""pv_capacity_fraction"", ""bess_energy_fraction"", ""bess_power_fraction"", ""dispatchable_capacity_fraction"", ""islanding_eligibility"", ""base_mode_connected"", ""base_mode_islanded"", ""base_mode_restoration"", ""bess_reserve_target"", ""bess_soc_target"", ""critical_load_priority"", ""tie_pcc_reserve_target""]",branch_14_7_9
pglib_case14_ieee,Published generator contingency when available; otherwise the patch's zero native generation is retained.,False,False,44400.0,local_generator_loss,pglib_case14_ieee__patch_03__14-9,pglib_case14_ieee__pglib_case14_ieee__patch_03__14-9.json,True,True,False,"[""upgrade_select_pv"", ""upgrade_select_bess"", ""upgrade_select_dispatchable"", ""pv_capacity_fraction"", ""bess_energy_fraction"", ""bess_power_fraction"", ""dispatchable_capacity_fraction"", ""islanding_eligibility"", ""base_mode_connected"", ""base_mode_islanded"", ""base_mode_restoration"", ""bess_reserve_target"", ""bess_soc_target"", ""critical_load_priority"", ""tie_pcc_reserve_target""]",deterministic_n_1_generator_0
pglib_case14_ieee,"All public boundary branches are unavailable, yielding a deterministic island.",True,True,44400.0,forced_islanding,pglib_case14_ieee__patch_03__14-9,pglib_case14_ieee__pglib_case14_ieee__patch_03__14-9.json,False,True,False,"[""upgrade_select_pv"", ""upgrade_select_bess"", ""upgrade_select_dispatchable"", ""pv_capacity_fraction"", ""bess_energy_fraction"", ""bess_power_fraction"", ""dispatchable_capacity_fraction"", ""islanding_eligibility"", ""base_mode_connected"", ""base_mode_islanded"", ""base_mode_restoration"", ""bess_reserve_target"", ""bess_soc_target"", ""critical_load_priority"", ""tie_pcc_reserve_target""]","branch_14_7_9,branch_15_9_10,branch_19_13_14,branch_8_4_9"
pglib_case14_ieee,The lexicographically first public N-1 boundary outage is returned to service in restoration mode.,True,False,44400.0,restoration,pglib_case14_ieee__patch_03__14-9,pglib_case14_ieee__pglib_case14_ieee__patch_03__14-9.json,True,True,True,"[""upgrade_select_pv"", ""upgrade_select_bess"", ""upgrade_select_dispatchable"", ""pv_capacity_fraction"", ""bess_energy_fraction"", ""bess_power_fraction"", ""dispatchable_capacity_fraction"", ""islanding_eligibility"", ""base_mode_connected"", ""base_mode_islanded"", ""base_mode_restoration"", ""bess_reserve_target"", ""bess_soc_target"", ""critical_load_priority"", ""tie_pcc_reserve_target""]",deterministic_n_1_branch_0_1_2
pglib_case14_ieee,"PCC loss, candidate-PV lower-bound availability, and published generator N-1 are combined.",False,True,44400.0,combined_high_stress,pglib_case14_ieee__patch_03__14-9,pglib_case14_ieee__pglib_case14_ieee__patch_03__14-9.json,False,False,False,"[""upgrade_select_pv"", ""upgrade_select_bess"", ""upgrade_select_dispatchable"", ""pv_capacity_fraction"", ""bess_energy_fraction"", ""bess_power_fraction"", ""dispatchable_capacity_fraction"", ""islanding_eligibility"", ""base_mode_connected"", ""base_mode_islanded"", ""base_mode_restoration"", ""bess_reserve_target"", ""bess_soc_target"", ""critical_load_priority"", ""tie_pcc_reserve_target""]","branch_14_7_9,branch_15_9_10,branch_19_13_14,branch_8_4_9;deterministic_n_1_generator_0"
pglib_case14_ieee,Published nominal active load and all listed components in service.,True,False,28400.0,normal,pglib_case14_ieee__patch_04__13-14,pglib_case14_ieee__pglib_case14_ieee__patch_04__13-14.json,True,True,False,"[""upgrade_select_pv"", ""upgrade_select_bess"", ""upgrade_select_dispatchable"", ""pv_capacity_fraction"", ""bess_energy_fraction"", ""bess_power_fraction"", ""dispatchable_capacity_fraction"", ""islanding_eligibility"", ""base_mode_connected"", ""base_mode_islanded"", ""base_mode_restoration"", ""bess_reserve_target"", ""bess_soc_target"", ""critical_load_priority"", ""tie_pcc_reserve_target""]",none
pglib_case14_ieee,Candidate PV availability is set to its exact lower bound zero; no weather multiplier is invented.,True,False,28400.0,renewable_shortfall,pglib_case14_ieee__patch_04__13-14,pglib_case14_ieee__pglib_case14_ieee__patch_04__13-14.json,True,False,False,"[""upgrade_select_pv"", ""upgrade_select_bess"", ""upgrade_select_dispatchable"", ""pv_capacity_fraction"", ""bess_energy_fraction"", ""bess_power_fraction"", ""dispatchable_capacity_fraction"", ""islanding_eligibility"", ""base_mode_connected"", ""base_mode_islanded"", ""base_mode_restoration"", ""bess_reserve_target"", ""bess_soc_target"", ""critical_load_priority"", ""tie_pcc_reserve_target""]",candidate_pv_binary_availability_lower_bound
pglib_case14_ieee,The full published nominal patch load is treated as simultaneously non-sheddable; no load multiplier or synthetic profile is added.,True,False,28400.0,demand_surge,pglib_case14_ieee__patch_04__13-14,pglib_case14_ieee__pglib_case14_ieee__patch_04__13-14.json,True,True,False,"[""upgrade_select_pv"", ""upgrade_select_bess"", ""upgrade_select_dispatchable"", ""pv_capacity_fraction"", ""bess_energy_fraction"", ""bess_power_fraction"", ""dispatchable_capacity_fraction"", ""islanding_eligibility"", ""base_mode_connected"", ""base_mode_islanded"", ""base_mode_restoration"", ""bess_reserve_target"", ""bess_soc_target"", ""critical_load_priority"", ""tie_pcc_reserve_target""]",published_peak_patch_load=28400_kw
pglib_case14_ieee,Deterministic loss of the lexicographically first public patch-boundary/PCC supply indicator.,True,True,28400.0,pcc_loss,pglib_case14_ieee__patch_04__13-14,pglib_case14_ieee__pglib_case14_ieee__patch_04__13-14.json,False,True,False,"[""upgrade_select_pv"", ""upgrade_select_bess"", ""upgrade_select_dispatchable"", ""pv_capacity_fraction"", ""bess_energy_fraction"", ""bess_power_fraction"", ""dispatchable_capacity_fraction"", ""islanding_eligibility"", ""base_mode_connected"", ""base_mode_islanded"", ""base_mode_restoration"", ""bess_reserve_target"", ""bess_soc_target"", ""critical_load_priority"", ""tie_pcc_reserve_target""]",branch_12_6_13
pglib_case14_ieee,Published generator contingency when available; otherwise the patch's zero native generation is retained.,False,False,28400.0,local_generator_loss,pglib_case14_ieee__patch_04__13-14,pglib_case14_ieee__pglib_case14_ieee__patch_04__13-14.json,True,True,False,"[""upgrade_select_pv"", ""upgrade_select_bess"", ""upgrade_select_dispatchable"", ""pv_capacity_fraction"", ""bess_energy_fraction"", ""bess_power_fraction"", ""dispatchable_capacity_fraction"", ""islanding_eligibility"", ""base_mode_connected"", ""base_mode_islanded"", ""base_mode_restoration"", ""bess_reserve_target"", ""bess_soc_target"", ""critical_load_priority"", ""tie_pcc_reserve_target""]",deterministic_n_1_generator_0
pglib_case14_ieee,"All public boundary branches are unavailable, yielding a deterministic island.",True,True,28400.0,forced_islanding,pglib_case14_ieee__patch_04__13-14,pglib_case14_ieee__pglib_case14_ieee__patch_04__13-14.json,False,True,False,"[""upgrade_select_pv"", ""upgrade_select_bess"", ""upgrade_select_dispatchable"", ""pv_capacity_fraction"", ""bess_energy_fraction"", ""bess_power_fraction"", ""dispatchable_capacity_fraction"", ""islanding_eligibility"", ""base_mode_connected"", ""base_mode_islanded"", ""base_mode_restoration"", ""bess_reserve_target"", ""bess_soc_target"", ""critical_load_priority"", ""tie_pcc_reserve_target""]","branch_12_6_13,branch_16_9_14,branch_18_12_13"
pglib_case14_ieee,The lexicographically first public N-1 boundary outage is returned to service in restoration mode.,True,False,28400.0,restoration,pglib_case14_ieee__patch_04__13-14,pglib_case14_ieee__pglib_case14_ieee__patch_04__13-14.json,True,True,True,"[""upgrade_select_pv"", ""upgrade_select_bess"", ""upgrade_select_dispatchable"", ""pv_capacity_fraction"", ""bess_energy_fraction"", ""bess_power_fraction"", ""dispatchable_capacity_fraction"", ""islanding_eligibility"", ""base_mode_connected"", ""base_mode_islanded"", ""base_mode_restoration"", ""bess_reserve_target"", ""bess_soc_target"", ""critical_load_priority"", ""tie_pcc_reserve_target""]",deterministic_n_1_branch_0_1_2
pglib_case14_ieee,"PCC loss, candidate-PV lower-bound availability, and published generator N-1 are combined.",False,True,28400.0,combined_high_stress,pglib_case14_ieee__patch_04__13-14,pglib_case14_ieee__pglib_case14_ieee__patch_04__13-14.json,False,False,False,"[""upgrade_select_pv"", ""upgrade_select_bess"", ""upgrade_select_dispatchable"", ""pv_capacity_fraction"", ""bess_energy_fraction"", ""bess_power_fraction"", ""dispatchable_capacity_fraction"", ""islanding_eligibility"", ""base_mode_connected"", ""base_mode_islanded"", ""base_mode_restoration"", ""bess_reserve_target"", ""bess_soc_target"", ""critical_load_priority"", ""tie_pcc_reserve_target""]","branch_12_6_13,branch_16_9_14,branch_18_12_13;deterministic_n_1_generator_0"
pglib_case14_ieee,Published nominal active load and all listed components in service.,True,False,24700.0,normal,pglib_case14_ieee__patch_05__13-6,pglib_case14_ieee__pglib_case14_ieee__patch_05__13-6.json,True,True,False,"[""upgrade_select_pv"", ""upgrade_select_bess"", ""upgrade_select_dispatchable"", ""pv_capacity_fraction"", ""bess_energy_fraction"", ""bess_power_fraction"", ""dispatchable_capacity_fraction"", ""islanding_eligibility"", ""base_mode_connected"", ""base_mode_islanded"", ""base_mode_restoration"", ""bess_reserve_target"", ""bess_soc_target"", ""critical_load_priority"", ""tie_pcc_reserve_target""]",none
pglib_case14_ieee,Candidate PV availability is set to its exact lower bound zero; no weather multiplier is invented.,True,False,24700.0,renewable_shortfall,pglib_case14_ieee__patch_05__13-6,pglib_case14_ieee__pglib_case14_ieee__patch_05__13-6.json,True,False,False,"[""upgrade_select_pv"", ""upgrade_select_bess"", ""upgrade_select_dispatchable"", ""pv_capacity_fraction"", ""bess_energy_fraction"", ""bess_power_fraction"", ""dispatchable_capacity_fraction"", ""islanding_eligibility"", ""base_mode_connected"", ""base_mode_islanded"", ""base_mode_restoration"", ""bess_reserve_target"", ""bess_soc_target"", ""critical_load_priority"", ""tie_pcc_reserve_target""]",candidate_pv_binary_availability_lower_bound
pglib_case14_ieee,The full published nominal patch load is treated as simultaneously non-sheddable; no load multiplier or synthetic profile is added.,True,False,24700.0,demand_surge,pglib_case14_ieee__patch_05__13-6,pglib_case14_ieee__pglib_case14_ieee__patch_05__13-6.json,True,True,False,"[""upgrade_select_pv"", ""upgrade_select_bess"", ""upgrade_select_dispatchable"", ""pv_capacity_fraction"", ""bess_energy_fraction"", ""bess_power_fraction"", ""dispatchable_capacity_fraction"", ""islanding_eligibility"", ""base_mode_connected"", ""base_mode_islanded"", ""base_mode_restoration"", ""bess_reserve_target"", ""bess_soc_target"", ""critical_load_priority"", ""tie_pcc_reserve_target""]",published_peak_patch_load=24700_kw
pglib_case14_ieee,Deterministic loss of the lexicographically first public patch-boundary/PCC supply indicator.,True,True,24700.0,pcc_loss,pglib_case14_ieee__patch_05__13-6,pglib_case14_ieee__pglib_case14_ieee__patch_05__13-6.json,False,True,False,"[""upgrade_select_pv"", ""upgrade_select_bess"", ""upgrade_select_dispatchable"", ""pv_capacity_fraction"", ""bess_energy_fraction"", ""bess_power_fraction"", ""dispatchable_capacity_fraction"", ""islanding_eligibility"", ""base_mode_connected"", ""base_mode_islanded"", ""base_mode_restoration"", ""bess_reserve_target"", ""bess_soc_target"", ""critical_load_priority"", ""tie_pcc_reserve_target""]",branch_10_6_11
pglib_case14_ieee,Published generator contingency when available; otherwise the patch's zero native generation is retained.,False,False,24700.0,local_generator_loss,pglib_case14_ieee__patch_05__13-6,pglib_case14_ieee__pglib_case14_ieee__patch_05__13-6.json,True,True,False,"[""upgrade_select_pv"", ""upgrade_select_bess"", ""upgrade_select_dispatchable"", ""pv_capacity_fraction"", ""bess_energy_fraction"", ""bess_power_fraction"", ""dispatchable_capacity_fraction"", ""islanding_eligibility"", ""base_mode_connected"", ""base_mode_islanded"", ""base_mode_restoration"", ""bess_reserve_target"", ""bess_soc_target"", ""critical_load_priority"", ""tie_pcc_reserve_target""]",deterministic_n_1_generator_0
pglib_case14_ieee,"All public boundary branches are unavailable, yielding a deterministic island.",True,True,24700.0,forced_islanding,pglib_case14_ieee__patch_05__13-6,pglib_case14_ieee__pglib_case14_ieee__patch_05__13-6.json,False,True,False,"[""upgrade_select_pv"", ""upgrade_select_bess"", ""upgrade_select_dispatchable"", ""pv_capacity_fraction"", ""bess_energy_fraction"", ""bess_power_fraction"", ""dispatchable_capacity_fraction"", ""islanding_eligibility"", ""base_mode_connected"", ""base_mode_islanded"", ""base_mode_restoration"", ""bess_reserve_target"", ""bess_soc_target"", ""critical_load_priority"", ""tie_pcc_reserve_target""]","branch_10_6_11,branch_11_6_12,branch_18_12_13,branch_19_13_14,branch_9_5_6"
pglib_case14_ieee,The lexicographically first public N-1 boundary outage is returned to service in restoration mode.,True,False,24700.0,restoration,pglib_case14_ieee__patch_05__13-6,pglib_case14_ieee__pglib_case14_ieee__patch_05__13-6.json,True,True,True,"[""upgrade_select_pv"", ""upgrade_select_bess"", ""upgrade_select_dispatchable"", ""pv_capacity_fraction"", ""bess_energy_fraction"", ""bess_power_fraction"", ""dispatchable_capacity_fraction"", ""islanding_eligibility"", ""base_mode_connected"", ""base_mode_islanded"", ""base_mode_restoration"", ""bess_reserve_target"", ""bess_soc_target"", ""critical_load_priority"", ""tie_pcc_reserve_target""]",deterministic_n_1_branch_0_1_2
pglib_case14_ieee,"PCC loss, candidate-PV lower-bound availability, and published generator N-1 are combined.",False,True,24700.0,combined_high_stress,pglib_case14_ieee__patch_05__13-6,pglib_case14_ieee__pglib_case14_ieee__patch_05__13-6.json,False,False,False,"[""upgrade_select_pv"", ""upgrade_select_bess"", ""upgrade_select_dispatchable"", ""pv_capacity_fraction"", ""bess_energy_fraction"", ""bess_power_fraction"", ""dispatchable_capacity_fraction"", ""islanding_eligibility"", ""base_mode_connected"", ""base_mode_islanded"", ""base_mode_restoration"", ""bess_reserve_target"", ""bess_soc_target"", ""critical_load_priority"", ""tie_pcc_reserve_target""]","branch_10_6_11,branch_11_6_12,branch_18_12_13,branch_19_13_14,branch_9_5_6;deterministic_n_1_generator_0"
pglib_case14_ieee,Published nominal active load and all listed components in service.,True,False,38500.0,normal,pglib_case14_ieee__patch_06__10-9,pglib_case14_ieee__pglib_case14_ieee__patch_06__10-9.json,True,True,False,"[""upgrade_select_pv"", ""upgrade_select_bess"", ""upgrade_select_dispatchable"", ""pv_capacity_fraction"", ""bess_energy_fraction"", ""bess_power_fraction"", ""dispatchable_capacity_fraction"", ""islanding_eligibility"", ""base_mode_connected"", ""base_mode_islanded"", ""base_mode_restoration"", ""bess_reserve_target"", ""bess_soc_target"", ""critical_load_priority"", ""tie_pcc_reserve_target""]",none
