budget,budget_derivation,budget_id,budget_utilization,consensus_algorithm,critical_ens,critical_infrastructure_outage_hours,critical_load_served_fraction,feasibility,maximum_customers_unserved_per_hour,method,method_solution_source,patch_count,physical_asset_deduplication,preference_source,projection,qci_sample_index,qci_sample_pool_size,qci_sample_selection_rule,runtime,system_trace_id,total_ens,total_upgrade_cost,trace_path,training_scenario_count,marginal_ens_reduction_per_dollar
2114027.8922130284,Minimum feasible islanding portfolio plus the least-cost full PV option in the discrete catalog.,low_cost_catalog_step,1.0,existing overlap_consensus.run_method_consensus,1596.3284204375,29.375,0.1371197727364864,True,0.6294185065902579,QCi SC-CMPO,/Users/omtailor/QCI/results/phase3/sc_cmpo/final_public_experiment/system_level/qci_repeat_system_metrics.csv,12,True,existing challenge/headline-selected reconstructed portfolio: /Users/omtailor/QCI/results/phase3/sc_cmpo/final_public_experiment/system_level/upgrade_plan_comparison.csv,"lossless capacitated active-power network flow over the complete public benchmark; not AC OPF; voltage, reactive power, and losses are not modeled",20.0,30.0,"among the 30 preserved system-aligned QCi samples that fit the hard budget: lexicographic full-system feasibility, critical ENS, critical-infrastructure outage hours, maximum customers unserved, critical-load served, risk-adjusted cost, runtime, sample index",0.2038602090906351,system-016886663a13b1f2e65a,1986.3284204375,2114027.8922130284,/Users/omtailor/QCI/results/phase3/sc_cmpo/budget_frontier/traces/qci/low_cost_catalog_step__QCi_SC-CMPO.json,8,-0.0
2114027.8922130284,Minimum feasible islanding portfolio plus the least-cost full PV option in the discrete catalog.,low_cost_catalog_step,1.0,existing overlap_consensus.run_method_consensus,135.0,3.0,0.927027027027027,True,0.1762177650429799,QUBO/quadratized search,fresh matched classical solve with upgrade variables fixed to the hard-budget portfolio,12,True,existing reconstructed portfolio baseline_repeat_000: /Users/omtailor/QCI/results/phase3/sc_cmpo/final_public_experiment/system_level/upgrade_plan_comparison.csv,"lossless capacitated active-power network flow over the complete public benchmark; not AC OPF; voltage, reactive power, and losses are not modeled",,,,0.3030504169873893,system-72b5c4910bebb26178ea,615.0,2114027.8922130284,/Users/omtailor/QCI/results/phase3/sc_cmpo/budget_frontier/traces/classical/low_cost_catalog_step__QUBO_quadratized_search.json,8,-0.0
2114027.8922130284,Minimum feasible islanding portfolio plus the least-cost full PV option in the discrete catalog.,low_cost_catalog_step,1.0,existing overlap_consensus.run_method_consensus,50.625,1.125,0.9726351351351352,True,0.1762177650429799,SLSQP,fresh matched classical solve with upgrade variables fixed to the hard-budget portfolio,12,True,existing challenge/headline-selected reconstructed portfolio: /Users/omtailor/QCI/results/phase3/sc_cmpo/final_public_experiment/system_level/upgrade_plan_comparison.csv,"lossless capacitated active-power network flow over the complete public benchmark; not AC OPF; voltage, reactive power, and losses are not modeled",,,,0.394885207992047,system-32250d5ee2923ee62bfb,297.65162125558163,2114027.8922130284,/Users/omtailor/QCI/results/phase3/sc_cmpo/budget_frontier/traces/classical/low_cost_catalog_step__SLSQP.json,8,0.0035654027393933713
2114027.8922130284,Minimum feasible islanding portfolio plus the least-cost full PV option in the discrete catalog.,low_cost_catalog_step,1.0,existing overlap_consensus.run_method_consensus,135.0,3.0,0.927027027027027,True,0.1762177650429799,differential evolution,fresh matched classical solve with upgrade variables fixed to the hard-budget portfolio,12,True,existing reconstructed portfolio baseline_repeat_000: /Users/omtailor/QCI/results/phase3/sc_cmpo/final_public_experiment/system_level/upgrade_plan_comparison.csv,"lossless capacitated active-power network flow over the complete public benchmark; not AC OPF; voltage, reactive power, and losses are not modeled",,,,0.3225726659875363,system-0dfc998a6b14b2dd5091,615.0,2114027.8922130284,/Users/omtailor/QCI/results/phase3/sc_cmpo/budget_frontier/traces/classical/low_cost_catalog_step__differential_evolution.json,8,-0.0
2114027.8922130284,Minimum feasible islanding portfolio plus the least-cost full PV option in the discrete catalog.,low_cost_catalog_step,1.0,existing overlap_consensus.run_method_consensus,135.0,3.0,0.927027027027027,True,0.1762177650429799,greedy resilience heuristic,fresh matched classical solve with upgrade variables fixed to the hard-budget portfolio,12,True,existing challenge/headline-selected reconstructed portfolio: /Users/omtailor/QCI/results/phase3/sc_cmpo/final_public_experiment/system_level/upgrade_plan_comparison.csv,"lossless capacitated active-power network flow over the complete public benchmark; not AC OPF; voltage, reactive power, and losses are not modeled",,,,0.1274727501440793,system-d1c37967ac82ca832d0b,615.0,2114027.8922130284,/Users/omtailor/QCI/results/phase3/sc_cmpo/budget_frontier/traces/classical/low_cost_catalog_step__greedy_resilience_heuristic.json,8,-0.0
2114027.8922130284,Minimum feasible islanding portfolio plus the least-cost full PV option in the discrete catalog.,low_cost_catalog_step,1.0,existing overlap_consensus.run_method_consensus,135.0,3.0,0.927027027027027,True,0.1762177650429799,piecewise-linear MILP,fresh matched classical solve with upgrade variables fixed to the hard-budget portfolio,12,True,existing challenge/headline-selected reconstructed portfolio: /Users/omtailor/QCI/results/phase3/sc_cmpo/final_public_experiment/system_level/upgrade_plan_comparison.csv,"lossless capacitated active-power network flow over the complete public benchmark; not AC OPF; voltage, reactive power, and losses are not modeled",,,,0.2843621249776333,system-2f1ea8c8020f5264dd43,615.0,2114027.8922130284,/Users/omtailor/QCI/results/phase3/sc_cmpo/budget_frontier/traces/classical/low_cost_catalog_step__piecewise-linear_MILP.json,8,-0.0
3097978.598769372,Minimum feasible islanding portfolio plus the cumulative cheapest PV options nearest one-half of the catalog-wide PV add-on cost.,pv_catalog_midpoint,1.0,existing overlap_consensus.run_method_consensus,135.0,3.0,0.927027027027027,True,0.1762177650429799,CMPO-local polynomial search,fresh matched classical solve with upgrade variables fixed to the hard-budget portfolio,12,True,existing reconstructed portfolio baseline_repeat_000: /Users/omtailor/QCI/results/phase3/sc_cmpo/final_public_experiment/system_level/upgrade_plan_comparison.csv,"lossless capacitated active-power network flow over the complete public benchmark; not AC OPF; voltage, reactive power, and losses are not modeled",,,,1.3837136251386255,system-5a89a0a9c2b8547b5658,615.0,3097978.598769372,/Users/omtailor/QCI/results/phase3/sc_cmpo/budget_frontier/traces/classical/pv_catalog_midpoint__CMPO-local_polynomial_search.json,8,-0.0
3097978.598769372,Minimum feasible islanding portfolio plus the cumulative cheapest PV options nearest one-half of the catalog-wide PV add-on cost.,pv_catalog_midpoint,1.0,existing overlap_consensus.run_method_consensus,50.62502755343888,4.125,0.9726351202413844,True,0.1762177893612382,IPOPT/Pyomo nonlinear,fresh matched classical solve with upgrade variables fixed to the hard-budget portfolio,12,True,existing challenge/headline-selected reconstructed portfolio: /Users/omtailor/QCI/results/phase3/sc_cmpo/final_public_experiment/system_level/upgrade_plan_comparison.csv,"lossless capacitated active-power network flow over the complete public benchmark; not AC OPF; voltage, reactive power, and losses are not modeled",,,,0.4221178328152746,system-9e5c8184734656440d07,297.7080611740683,3097978.598769372,/Users/omtailor/QCI/results/phase3/sc_cmpo/budget_frontier/traces/classical/pv_catalog_midpoint__IPOPT_Pyomo_nonlinear.json,8,-4.425592414030696e-11
3097978.598769372,Minimum feasible islanding portfolio plus the cumulative cheapest PV options nearest one-half of the catalog-wide PV add-on cost.,pv_catalog_midpoint,1.0,existing overlap_consensus.run_method_consensus,1596.3284204375,29.375,0.1371197727364864,True,0.6294185065902579,QCi SC-CMPO,/Users/omtailor/QCI/results/phase3/sc_cmpo/final_public_experiment/system_level/qci_repeat_system_metrics.csv,12,True,existing challenge/headline-selected reconstructed portfolio: /Users/omtailor/QCI/results/phase3/sc_cmpo/final_public_experiment/system_level/upgrade_plan_comparison.csv,"lossless capacitated active-power network flow over the complete public benchmark; not AC OPF; voltage, reactive power, and losses are not modeled",20.0,30.0,"among the 30 preserved system-aligned QCi samples that fit the hard budget: lexicographic full-system feasibility, critical ENS, critical-infrastructure outage hours, maximum customers unserved, critical-load served, risk-adjusted cost, runtime, sample index",0.2149185000453144,system-cad125e772925367ab80,1986.3284204375,3097978.598769372,/Users/omtailor/QCI/results/phase3/sc_cmpo/budget_frontier/traces/qci/pv_catalog_midpoint__QCi_SC-CMPO.json,8,-0.0
3097978.598769372,Minimum feasible islanding portfolio plus the cumulative cheapest PV options nearest one-half of the catalog-wide PV add-on cost.,pv_catalog_midpoint,1.0,existing overlap_consensus.run_method_consensus,135.0,3.0,0.927027027027027,True,0.1762177650429799,QUBO/quadratized search,fresh matched classical solve with upgrade variables fixed to the hard-budget portfolio,12,True,existing reconstructed portfolio baseline_repeat_000: /Users/omtailor/QCI/results/phase3/sc_cmpo/final_public_experiment/system_level/upgrade_plan_comparison.csv,"lossless capacitated active-power network flow over the complete public benchmark; not AC OPF; voltage, reactive power, and losses are not modeled",,,,0.3192212081048637,system-66765d037519d1a58aa6,615.0,3097978.598769372,/Users/omtailor/QCI/results/phase3/sc_cmpo/budget_frontier/traces/classical/pv_catalog_midpoint__QUBO_quadratized_search.json,8,-0.0
3097978.598769372,Minimum feasible islanding portfolio plus the cumulative cheapest PV options nearest one-half of the catalog-wide PV add-on cost.,pv_catalog_midpoint,1.0,existing overlap_consensus.run_method_consensus,134.99999998384254,3.0,0.9270270270357608,True,0.1762177650429799,SLSQP,fresh matched classical solve with upgrade variables fixed to the hard-budget portfolio,12,True,existing challenge/headline-selected reconstructed portfolio: /Users/omtailor/QCI/results/phase3/sc_cmpo/final_public_experiment/system_level/upgrade_plan_comparison.csv,"lossless capacitated active-power network flow over the complete public benchmark; not AC OPF; voltage, reactive power, and losses are not modeled",,,,0.1777771250344813,system-acab73dd3afb64b1e2e4,614.9999999676851,3097978.598769372,/Users/omtailor/QCI/results/phase3/sc_cmpo/budget_frontier/traces/classical/pv_catalog_midpoint__SLSQP.json,8,-0.00032252467181284687
3097978.598769372,Minimum feasible islanding portfolio plus the cumulative cheapest PV options nearest one-half of the catalog-wide PV add-on cost.,pv_catalog_midpoint,1.0,existing overlap_consensus.run_method_consensus,135.0,3.0,0.927027027027027,True,0.1762177650429799,differential evolution,fresh matched classical solve with upgrade variables fixed to the hard-budget portfolio,12,True,existing reconstructed portfolio baseline_repeat_000: /Users/omtailor/QCI/results/phase3/sc_cmpo/final_public_experiment/system_level/upgrade_plan_comparison.csv,"lossless capacitated active-power network flow over the complete public benchmark; not AC OPF; voltage, reactive power, and losses are not modeled",,,,0.3238421659916639,system-15c124ba732ccdf60559,615.0,3097978.598769372,/Users/omtailor/QCI/results/phase3/sc_cmpo/budget_frontier/traces/classical/pv_catalog_midpoint__differential_evolution.json,8,-0.0
3097978.598769372,Minimum feasible islanding portfolio plus the cumulative cheapest PV options nearest one-half of the catalog-wide PV add-on cost.,pv_catalog_midpoint,1.0,existing overlap_consensus.run_method_consensus,135.0,3.0,0.927027027027027,True,0.1762177650429799,greedy resilience heuristic,fresh matched classical solve with upgrade variables fixed to the hard-budget portfolio,12,True,existing challenge/headline-selected reconstructed portfolio: /Users/omtailor/QCI/results/phase3/sc_cmpo/final_public_experiment/system_level/upgrade_plan_comparison.csv,"lossless capacitated active-power network flow over the complete public benchmark; not AC OPF; voltage, reactive power, and losses are not modeled",,,,0.1308372500352561,system-629c7a4482a867d7d23b,615.0,3097978.598769372,/Users/omtailor/QCI/results/phase3/sc_cmpo/budget_frontier/traces/classical/pv_catalog_midpoint__greedy_resilience_heuristic.json,8,-0.0
3097978.598769372,Minimum feasible islanding portfolio plus the cumulative cheapest PV options nearest one-half of the catalog-wide PV add-on cost.,pv_catalog_midpoint,1.0,existing overlap_consensus.run_method_consensus,135.0,3.0,0.927027027027027,True,0.1762177650429799,piecewise-linear MILP,fresh matched classical solve with upgrade variables fixed to the hard-budget portfolio,12,True,existing challenge/headline-selected reconstructed portfolio: /Users/omtailor/QCI/results/phase3/sc_cmpo/final_public_experiment/system_level/upgrade_plan_comparison.csv,"lossless capacitated active-power network flow over the complete public benchmark; not AC OPF; voltage, reactive power, and losses are not modeled",,,,0.3005883330479264,system-10065264a9d8b439e0b2,615.0,3097978.598769372,/Users/omtailor/QCI/results/phase3/sc_cmpo/budget_frontier/traces/classical/pv_catalog_midpoint__piecewise-linear_MILP.json,8,-0.0
4532906.712497371,Observed IEEE123 SLSQP selected cost; it equals the deduplicated full dispatchable+PV catalog portfolio.,slsqp_selected_cost,0.9999999999999998,existing overlap_consensus.run_method_consensus,224.6222965338239,5.75,0.8785825424141492,True,0.3646131805157593,CMPO-local polynomial search,fresh matched classical solve with upgrade variables fixed to the hard-budget portfolio,12,True,existing reconstructed portfolio baseline_repeat_000: /Users/omtailor/QCI/results/phase3/sc_cmpo/final_public_experiment/system_level/upgrade_plan_comparison.csv,"lossless capacitated active-power network flow over the complete public benchmark; not AC OPF; voltage, reactive power, and losses are not modeled",,,,1.4999769998248669,system-a67376fd09ade6591852,414.62229653382394,4532906.71249737,/Users/omtailor/QCI/results/phase3/sc_cmpo/budget_frontier/traces/classical/slsqp_selected_cost__CMPO-local_polynomial_search.json,8,0.00013964302570223323
4532906.712497371,Observed IEEE123 SLSQP selected cost; it equals the deduplicated full dispatchable+PV catalog portfolio.,slsqp_selected_cost,1.0,existing overlap_consensus.run_method_consensus,50.62502377329005,4.125,0.9726351222847082,True,0.1762177893688408,IPOPT/Pyomo nonlinear,fresh matched classical solve with upgrade variables fixed to the hard-budget portfolio,12,True,existing challenge/headline-selected reconstructed portfolio: /Users/omtailor/QCI/results/phase3/sc_cmpo/final_public_experiment/system_level/upgrade_plan_comparison.csv,"lossless capacitated active-power network flow over the complete public benchmark; not AC OPF; voltage, reactive power, and losses are not modeled",,,,0.4209109160583466,system-687ad7ca36fb11494f4b,297.70808511335963,4532906.712497371,/Users/omtailor/QCI/results/phase3/sc_cmpo/budget_frontier/traces/classical/slsqp_selected_cost__IPOPT_Pyomo_nonlinear.json,8,-1.6683268736297542e-11
4532906.712497371,Observed IEEE123 SLSQP selected cost; it equals the deduplicated full dispatchable+PV catalog portfolio.,slsqp_selected_cost,0.9999999999999998,existing overlap_consensus.run_method_consensus,956.2810814947916,20.375,0.4830913073001127,True,0.4773750858882521,QCi SC-CMPO,/Users/omtailor/QCI/results/phase3/sc_cmpo/final_public_experiment/system_level/qci_repeat_system_metrics.csv,12,True,existing challenge/headline-selected reconstructed portfolio: /Users/omtailor/QCI/results/phase3/sc_cmpo/final_public_experiment/system_level/upgrade_plan_comparison.csv,"lossless capacitated active-power network flow over the complete public benchmark; not AC OPF; voltage, reactive power, and losses are not modeled",22.0,30.0,"among the 30 preserved system-aligned QCi samples that fit the hard budget: lexicographic full-system feasibility, critical ENS, critical-infrastructure outage hours, maximum customers unserved, critical-load served, risk-adjusted cost, runtime, sample index",0.2093822080641985,system-c4edc8d13cffac26b301,1278.7810814947916,4532906.71249737,/Users/omtailor/QCI/results/phase3/sc_cmpo/budget_frontier/traces/qci/slsqp_selected_cost__QCi_SC-CMPO.json,8,0.0004930890489729641
4532906.712497371,Observed IEEE123 SLSQP selected cost; it equals the deduplicated full dispatchable+PV catalog portfolio.,slsqp_selected_cost,0.9999999999999998,existing overlap_consensus.run_method_consensus,135.0,3.0,0.927027027027027,True,0.1762177650429799,QUBO/quadratized search,fresh matched classical solve with upgrade variables fixed to the hard-budget portfolio,12,True,existing reconstructed portfolio baseline_repeat_000: /Users/omtailor/QCI/results/phase3/sc_cmpo/final_public_experiment/system_level/upgrade_plan_comparison.csv,"lossless capacitated active-power network flow over the complete public benchmark; not AC OPF; voltage, reactive power, and losses are not modeled",,,,0.3042888748459518,system-dbe5ad95c92a61140a40,615.0,4532906.71249737,/Users/omtailor/QCI/results/phase3/sc_cmpo/budget_frontier/traces/classical/slsqp_selected_cost__QUBO_quadratized_search.json,8,-0.0
4532906.712497371,Observed IEEE123 SLSQP selected cost; it equals the deduplicated full dispatchable+PV catalog portfolio.,slsqp_selected_cost,1.0,existing overlap_consensus.run_method_consensus,50.625,1.125,0.9726351351351352,True,0.1762177650429799,SLSQP,fresh matched classical solve with upgrade variables fixed to the hard-budget portfolio,12,True,existing challenge/headline-selected reconstructed portfolio: /Users/omtailor/QCI/results/phase3/sc_cmpo/final_public_experiment/system_level/upgrade_plan_comparison.csv,"lossless capacitated active-power network flow over the complete public benchmark; not AC OPF; voltage, reactive power, and losses are not modeled",,,,0.2734105410054326,system-b3d021c7078c3b8c5159,297.7083317833696,4532906.712497371,/Users/omtailor/QCI/results/phase3/sc_cmpo/budget_frontier/traces/classical/slsqp_selected_cost__SLSQP.json,8,0.0002211202534459927
4532906.712497371,Observed IEEE123 SLSQP selected cost; it equals the deduplicated full dispatchable+PV catalog portfolio.,slsqp_selected_cost,0.9999999999999998,existing overlap_consensus.run_method_consensus,135.0,3.0,0.927027027027027,True,0.1762177650429799,differential evolution,fresh matched classical solve with upgrade variables fixed to the hard-budget portfolio,12,True,existing reconstructed portfolio baseline_repeat_000: /Users/omtailor/QCI/results/phase3/sc_cmpo/final_public_experiment/system_level/upgrade_plan_comparison.csv,"lossless capacitated active-power network flow over the complete public benchmark; not AC OPF; voltage, reactive power, and losses are not modeled",,,,0.332206416875124,system-089fc2ea655fae0a5ebc,615.0,4532906.71249737,/Users/omtailor/QCI/results/phase3/sc_cmpo/budget_frontier/traces/classical/slsqp_selected_cost__differential_evolution.json,8,-0.0
4532906.712497371,Observed IEEE123 SLSQP selected cost; it equals the deduplicated full dispatchable+PV catalog portfolio.,slsqp_selected_cost,0.9999999999999998,existing overlap_consensus.run_method_consensus,135.0,3.0,0.927027027027027,True,0.1762177650429799,greedy resilience heuristic,fresh matched classical solve with upgrade variables fixed to the hard-budget portfolio,12,True,existing challenge/headline-selected reconstructed portfolio: /Users/omtailor/QCI/results/phase3/sc_cmpo/final_public_experiment/system_level/upgrade_plan_comparison.csv,"lossless capacitated active-power network flow over the complete public benchmark; not AC OPF; voltage, reactive power, and losses are not modeled",,,,0.1270061251707375,system-c0082197fa59f665c919,615.0,4532906.71249737,/Users/omtailor/QCI/results/phase3/sc_cmpo/budget_frontier/traces/classical/slsqp_selected_cost__greedy_resilience_heuristic.json,8,-0.0
4532906.712497371,Observed IEEE123 SLSQP selected cost; it equals the deduplicated full dispatchable+PV catalog portfolio.,slsqp_selected_cost,0.9999999999999998,existing overlap_consensus.run_method_consensus,135.0,3.0,0.927027027027027,True,0.1762177650429799,piecewise-linear MILP,fresh matched classical solve with upgrade variables fixed to the hard-budget portfolio,12,True,existing challenge/headline-selected reconstructed portfolio: /Users/omtailor/QCI/results/phase3/sc_cmpo/final_public_experiment/system_level/upgrade_plan_comparison.csv,"lossless capacitated active-power network flow over the complete public benchmark; not AC OPF; voltage, reactive power, and losses are not modeled",,,,0.2990544580388814,system-918327aa9dcb519f5e88,615.0,4532906.71249737,/Users/omtailor/QCI/results/phase3/sc_cmpo/budget_frontier/traces/classical/slsqp_selected_cost__piecewise-linear_MILP.json,8,-0.0
